Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,size
304,0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,126.06266400000001
305,0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,99.32012999999999
306,0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,140.562383
307,0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,110.93599999999999
308,0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,146.06858
309,0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,136.936192
310,0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,136.891854
311,0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,133.96305999999998
312,0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,117.045488
313,0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,129.27208000000002
314,0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,100.321965
315,0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,118.20052
316,0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,158.426996
317,0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,120.60288
318,0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,117.86688
319,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,126.88065199999998
320,0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,114.08607
321,0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,117.7522
322,0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,113.589036
323,0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,114.246096
324,1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,165.6344
325,1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,162.75414
326,0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,143.45696400000003
327,0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,88.7922
328,0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,116.610021
329,0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,119.6316
330,0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,112.92372499999999
331,0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,121.638636
332,0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,115.242075
333,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,122.11147999999999
334,0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,112.82185199999999
335,0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,115.05564000000001
336,0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,114.88112999999998
337,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,114.00570000000002
338,0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,126.22360800000001
339,0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,116.327239
340,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,130.59774000000002
341,0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,114.601416
342,0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,147.03727500000002
343,0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,114.51312
344,0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,116.700144
345,0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,129.66576
346,0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,116.06917200000001
347,0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,117.57528999999998
348,0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,116.679
349,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,135.93177599999999
350,0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,112.34472
351,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,118.568884
352,0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,119.13895999999998
353,0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,137.139552
354,0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,121.38867
355,0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,119.80827999999998
356,0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,120.01484599999999
357,0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,91.62799199999999
358,0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,117.33449999999999
359,0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,117.45762
360,0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,118.13145
361,0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,131.80406399999998
362,0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,129.10055400000002
363,0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,122.8734
364,0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,115.89978399999998
365,0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,114.608208
366,0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,121.28512
367,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,147.609216
368,0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,128.35929000000002
369,0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,113.359488
370,1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,152.68360800000002
371,0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,121.09678
372,0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,96.94179
373,0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,118.11198
374,0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,124.308405
375,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,134.319075
376,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,119.56815999999999
377,1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,194.078394
378,0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,112.3185
379,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,117.26486399999999
380,0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,122.35859999999998
381,0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,109.679427
382,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,127.78912799999999
383,0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,119.92780799999998
384,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,134.85199
385,1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,149.45189799999997
386,0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,157.30426799999998
387,0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,110.89424399999999
388,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,116.049375
389,0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,106.25895000000001
390,0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,111.80110300000001
391,0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,51.776634
392,0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,52.204124
393,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,51.70584
394,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,51.104867999999996
395,0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,52.827504
396,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,53.34497999999999
397,0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,48.443538
398,0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,50.993712
399,0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,48.634496000000006
400,0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,49.64259299999999
401,0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,48.3084
402,0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,48.11179799999999
403,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,48.359475
404,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,52.604271999999995
405,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,68.53292499999999
406,0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,49.29618400000001
407,0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,46.9455
408,0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,50.362559999999995
409,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,55.51739999999999
410,0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,57.056450000000005
411,0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,56.293887999999995
412,0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,57.078
413,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,49.552932
414,0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,48.471984
415,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,57.850896
416,0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,71.63000000000001
417,0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,52.15158
418,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,58.508796000000004
419,0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,48.954640000000005
420,0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,42.464016
421,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,114.20323199999999
422,0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,111.82235600000001
423,0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,115.866608
424,0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,164.946432
425,0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,120.646048
426,0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,83.68647000000001
427,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,149.39379000000002
428,0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,135.30300000000003
429,0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,143.69355
430,0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,123.58915799999998
431,0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,124.52076
432,0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,121.964766
433,0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,89.025583
434,0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,124.381157
435,0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,120.430842
436,0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,116.592175
437,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,115.56864
438,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,117.44551800000002
439,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,116.50553199999999
440,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,144.689408
441,0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,159.08124800000002
442,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,146.63924799999998
443,0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,123.04897600000001
444,0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,158.878475
445,1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,167.7455
446,0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,127.99878000000002
447,0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,101.52825599999998
448,0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,114.27682200000001
449,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,127.563072
450,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,145.37908000000002
451,0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,136.2624
452,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,116.91148200000002
453,0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,121.42352799999998
454,0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,113.005296
455,0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,113.48420500000002
456,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,102.243648
457,0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,118.206748
458,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,116.0235
459,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,116.17548799999999
460,0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,116.70921299999999
461,0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,148.18496
462,0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,108.58399999999999
463,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,112.167616
464,0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,112.93715400000002
465,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,111.80735999999999
466,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,161.474661
467,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,147.555816
468,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,134.02560000000003
469,0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,112.40420400000001
470,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,120.59355000000001
471,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,112.3206
472,0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,113.72495999999998
473,1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,158.307264
474,0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,115.64707199999998
475,0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,118.362318
476,0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,115.05888
477,0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,136.04734499999998
478,0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,114.97327800000001
479,0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,120.35116
480,0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,117.039834
481,0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,87.23624000000001
482,0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,119.21183999999998
483,0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,118.35252
484,0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,121.55831999999998
485,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,116.67401599999998
486,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,122.35968
487,0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,118.85184000000001
488,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,114.058392
489,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,118.89071999999999
490,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,117.59616000000001
491,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,117.74261999999999
492,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,112.35384
493,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,96.85332
494,0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,123.00970499999998
495,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,118.9813
496,0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,115.581249
497,0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,115.97520000000002
498,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,116.4582
499,0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,114.4572
500,0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,140.58583199999998
501,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,120.25657600000001
502,0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,114.23786399999999
503,0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,115.05421600000001
504,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,116.19164400000001
505,0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,112.79191400000002
506,0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,110.269458
507,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,113.232249
508,0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,112.41401599999999
509,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,115.78423999999998
510,0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,115.5704
511,0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,127.57806000000002
512,0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,144.504942
513,0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,114.40784400000001
514,0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,104.72305999999999
515,0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,143.26884
516,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,114.72548700000002
517,0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,114.31210000000002
518,0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,124.227312
519,0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,119.26995000000002
520,0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,134.413356
521,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,133.887105
522,0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,114.80857200000001
523,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,133.89376000000001
524,0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,119.393
525,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,133.96305999999998
526,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,194.63451
527,0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,147.16353600000002
528,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,116.9228
529,0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,118.053936
530,0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,140.562383
531,0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,110.93599999999999
532,0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,110.61792
533,0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,113.46602399999999
534,0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,145.31337200000002
535,0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,128.37171600000002
536,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,158.426996
537,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,114.40926000000002
538,0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,117.84863999999999
539,0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,130.45844
540,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,114.96531200000001
541,0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,114.20748
542,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,115.588102
543,1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,157.65471899999997
544,0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,116.679
545,0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,130.09387500000003
546,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,96.026544
547,0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,117.57528999999998
548,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,123.88219200000002
549,0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,131.98861499999998
550,0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,114.64980000000003
551,0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,124.519312
552,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,160.74356999999998
553,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,88.25677300000001
554,0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2,85.69728000000002
555,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,131.64822
556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,142.371702
557,0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,3.61,127.152142
558,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57,117.21024
559,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59,122.646606
560,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57,117.82713600000001
561,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66,128.26945800000001
562,0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58,117.54035000000002
563,0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87,147.08709
564,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54,115.00575000000002
565,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68,125.50529600000002
566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71,130.89881699999998
567,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54,114.608208
568,0.9,Good,J,SI1,64.3,63.0,2832,6.05,6.01,3.88,141.07873999999998
569,0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3.66,127.61322000000003
570,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24,91.35244800000001
571,0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,5.8,3.45,115.45769999999999
572,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3.51,116.04902399999997
573,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37,100.64842000000002
574,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78,138.12649199999998
575,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49,114.98677500000002
576,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3.67,127.964826
577,0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,5.87,3.7,128.35929000000002
578,0.51,Very Good,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1,83.01924000000001
579,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2,87.02720000000001
580,0.78,Ideal,I,VS2,61.8,55.0,2834,5.92,5.95,3.67,129.27208000000002
581,0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9,147.74682
582,0.9,Fair,G,SI2,65.3,59.0,2834,6.07,6.0,3.94,143.4948
583,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63,129.806985
584,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58,122.51082199999998
585,0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4,102.47497999999999
586,0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52,115.368
587,0.72,Ideal,E,VS2,62.8,57.0,2835,5.71,5.73,3.59,117.45869699999999
588,0.72,Ideal,E,SI1,61.0,57.0,2835,5.78,5.8,3.53,118.33972
589,0.75,Premium,F,VS2,59.6,59.0,2835,6.04,5.94,3.57,128.083032
590,0.82,Very Good,H,SI1,60.7,56.0,2836,6.04,6.06,3.67,134.330808
591,0.71,Good,E,VS2,62.8,60.0,2836,5.6,5.65,3.53,111.6892
592,0.7,Premium,E,VS1,62.6,59.0,2837,5.69,5.66,3.55,114.32917
593,0.7,Ideal,E,VS1,61.8,56.0,2837,5.74,5.69,3.53,115.291918
594,0.71,Ideal,F,SI1,59.8,53.0,2838,5.86,5.82,3.49,119.02714800000003
595,0.76,Very Good,H,SI1,60.9,55.0,2838,5.92,5.94,3.61,126.94492799999999
596,0.82,Fair,F,SI1,64.9,58.0,2838,5.83,5.79,3.77,127.25898899999999
597,0.72,Premium,F,VS1,58.8,60.0,2838,5.91,5.89,3.47,120.790353
598,0.7,Premium,F,VS2,62.3,58.0,2838,5.72,5.64,3.54,114.20323199999999
599,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49,111.80110300000001
600,0.7,Premium,G,VS1,62.6,55.0,2838,5.73,5.64,3.56,115.049232
601,0.7,Premium,F,VS2,59.4,61.0,2838,5.83,5.79,3.45,116.457165
602,0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5,106.25895000000001
603,0.7,Premium,F,VS2,60.9,61.0,2838,5.71,5.66,3.46,111.82235600000001
604,0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45,116.049375
605,0.7,Premium,G,VS1,63.0,60.0,2838,5.64,5.57,3.53,110.89424399999999
606,0.74,Very Good,E,SI1,60.0,57.0,2839,5.85,5.89,3.52,121.28688
